"name","company_name_unique","founded_year","founded_date","closed_date","acquired_date","acquired_by_company_name_unique","employees","domain","total_funding_usd","annual_revenue","hq_region","status","ipo_date","independence","stock_symbol_1","stock_symbol_2","competitor_1","competitor_2","competitor_3","competitor_4","competitor_5","competitor_6","competitor_7","competitor_8","competitor_9","competitor_10","notes"
"Box","box",2005,NA,NA,NA,NA,"1,784","box.com","$559M","$529.4M","Redwood City, California","Public","2015-01-23","Y","NYSE","BOX","OneDrive","Dropbox","Syncplicity","WatchDox","SugarSync","Onehub","Egnyte","OpenDrive",NA,NA,NA
"Televisa","televisa",1930,NA,NA,NA,NA,"42,288","televisa.com",NA,"$5B","Álvaro Obregón, Distrito Federal","Public",NA,"Y","NYSE","TV","TV AZTECA","PRODU","ENGAGED MEDIA, INC.","Turner","GTxcel","DAVLER MEDIA","Emol","VTR",NA,NA,NA
"GTxcel","gtxcel",1991,NA,NA,NA,NA,"92","gtxcel.com","$36.6M","$2.8M","Southborough, Massachusetts","Private",NA,"Godengo, Inc.",NA,NA,"Issuu","Nxtbook Media","MAZ","Zinio","Magzter","Zmags","YUDU","iMirus",NA,NA,NA
"DAVLER MEDIA","davler-media-group",2004,NA,NA,NA,NA,"62","davlermedia.com",NA,"$10M","New York, New York","Private",NA,"Y",NA,NA,"Folio","The New York Times","Crain's New York Business","News Corp","Time Inc.","THE BUSINESS JOURNAL","THE WALL STREET JOURNAL","BUSINESS INSIDER",NA,NA,NA
"TV AZTECA","azteca",1993,"1993-07",NA,NA,NA,"915","tvazteca.com",NA,"$760.5M","Mexico City, Mexico","Public",NA,"Y","Other","AZTECA","Televisa","PRODU","ENGAGED MEDIA, INC.","Turner","GTxcel","DAVLER MEDIA","Emol","VTR",NA,NA,NA
"Issuu","issuu",2006,NA,NA,NA,NA,"42","issuu.com","$20.3M","$5.6M","Palo Alto, California","Private",NA,"Y",NA,NA,"Zinio","Magzter","MAZ","Nxtbook Media","YUDU","Joomag","Zmags","GTxcel",NA,NA,NA
"PRODU","produ",1989,NA,NA,NA,NA,NA,"produ.com",NA,NA,"Miami, Florida","Private",NA,"Y",NA,NA,"Turner","Emol","VTR","Hulu","La Nacion","Viacom","NETFLIX","Clarin",NA,NA,"No detailed data"
"Hoffmann","hoffmann",1990,NA,NA,NA,NA,NA,"hoffmannpublishing.com",NA,NA,"Pennsylvania","Private",NA,"Y",NA,NA,"Televisa","ENGAGED MEDIA, INC.","GTxcel","DAVLER MEDIA","TV AZTECA","PRODU","Issuu","Meredith",NA,NA,"No information on Crunchbase & No detailed data"
"ELSEVIER","elsevier",1880,NA,NA,NA,NA,"7,200","elsevier.com",NA,"$4.7B","Amsterdam, Noord-Holland","Private",NA,"RELX Group",NA,NA,"Wolters Kluwer","Taylor & Francis Group","WILEY","Thieme","SAGE","Informa","McGraw Hill Education","F.a. Davis Company",NA,NA,NA
"WILEY","wiley",1807,NA,NA,NA,NA,"5,000","wiley.com",NA,"$1.8B","Hoboken, New Jersey","Public","1978-01-13","Y","NYSE","JW.A","McGraw Hill Education","Pearson","ELSEVIER","Wolters Kluwer","Cengage","HMH","Kaplan Financial Education","Taylor & Francis Group",NA,NA,NA
"NEJM GROUP","nejm-group",1812,NA,NA,NA,NA,"154","nejmgroup.org",NA,"$48.2M","Waltham, Massachusetts","Private",NA,"Y",NA,NA,"BMJ","ELSEVIER","Wolters Kluwer","WILEY","NPG","McGraw Hill Education","Taylor & Francis Group","Wiley Blackwell",NA,NA,"No information on Crunchbase"
"McGraw Hill Education","mcgraw-hill-education",1916,NA,NA,NA,NA,"4,900","mheducation.com",NA,"$1.8B","Columbus, Ohio","Private",NA,"Apollo Global Management, LLC",NA,NA,"Cengage","Pearson","HMH","DreamBox","Houghton Mifflin Harcourt Publishing Company","WILEY","Cambridge Educational Services","Prometric",NA,NA,NA
"Taylor & Francis Group","taylor-francis-group",1852,NA,NA,NA,NA,"224","taylorandfrancisgroup.com",NA,"$19M","Abingdon, England","Private",NA,"Informa plc",NA,NA,"ELSEVIER","SAGE","Springer","Wolters Kluwer","Wiley Blackwell","McGraw Hill Education","Thieme","WILEY",NA,NA,NA
"Wiley Blackwell","wiley-blackwell",1809,NA,NA,NA,NA,"10","wileyblackwell.com",NA,"$10M","Hoboken, New Jersey","Private",NA,"Y",NA,NA,"Taylor & Francis Group","Wolters Kluwer","Thieme","SAGE","ELSEVIER","CACTUS","Informa","McGraw Hill Education",NA,NA,"One of the businessess of ""WILEY"""
"Pearson","pearson",1998,"1998-07-29",NA,NA,NA,"30,339","pearson.com",NA,"$6.1B","London, England","Public","1999-01-15","Y","LON","PSON","McGraw Hill Education","Cengage","HMH","WILEY","Prometric","Learndirect","Questionmark","Next Education",NA,NA,NA
"CNN","cnn-com",1980,NA,NA,NA,NA,"4,000","cnn.com",NA,"$3.2B","Atlanta, Georgia","Private",NA,"Time Warner Inc.",NA,NA,"The New York Times","FOX News","MSNBC","VOX MEDIA","News Corp","THOMSON REUTERS","Time Inc.","El Nuevo Diario",NA,NA,NA
"STV","stv",1957,"1957-08-01",NA,NA,NA,"451","stvplc.tv",NA,"$148.1M","Glasgow, Scotland","Public","1999-01-15","Y","LON","STVG","Sky","BT","UTV","ARCADIS","World Productions","ITV","JACOBS","Parsons",NA,NA,NA
"S&P Global","s-p-global",1888,NA,NA,NA,NA,"20,400","spglobal.com",NA,"$6.2B","New York, New York","Public","1978-01-13","Y","NYSE","SPGI","DBRS","PitchBook","IHS Markit","Interactive Data","ICE","Tracxn","THOMSON REUTERS","S&P Capital IQ",NA,NA,NA
"DBRS","dbrs",1976,NA,NA,NA,NA,"50","www.dbrs.com",NA,"$5M","Toronto, Ontario","Private",NA,"Carlyle Group L.P.",NA,NA,"CoreLogic","TransUnion","EQUIFAX","MOODY'S","Fitch Ratings","MORNINGSTAR","Standard & Poor's","S&P Global",NA,NA,NA
"MORNINGSTAR","morningstar",1984,NA,NA,NA,NA,"4,920","morningstar.com","$91M","$968.9M","Chicago, Illinois","Public","2005-05-03","Y","NASDAQ","MORN","MSCI","FACTSET","MOODY'S","Fitch Ratings","S&P Global","DBRS","McGRAW HILL FINANCIAL","Standard & Poor's",NA,NA,NA
"Standard & Poor's","standard-poor-s",1941,NA,NA,NA,NA,"468","standardandpoors.com",NA,"$76M","New York, New York","Private",NA,"S&P Global",NA,NA,"Bloomberg","Lex Machina","LexisNexis","McGRAW HILL FINANCIAL","THOMSON REUTERS","PitchBook","DOW JONES","Mergermarket",NA,NA,"No information on Crunchbase"
"MSCI","msci",1998,NA,NA,NA,NA,"3,038","msci.com","$252M","$2.3B","New York, New York","Public","2007-11-23","Y","NYSE","MSCI","RepRisk","DBRS","FINCAD","Numerix","Riskdata","TransUnion","EQUIFAX","Sustainalytics",NA,NA,NA
"RAVEL","ravel-law",2012,"2012-05-15",NA,"2017-06-08","lexisnexis","63","ravellaw.com","$15.2M","$1.4M","San Francisco, California","Private",NA,"LexisNexis",NA,NA,"PREMONITION","Mindcrest","Everlaw","Lex Machina","THOMSON REUTERS","EQUIFAX","Manzama","BlackStone Discovery",NA,NA,NA
"PREMONITION","premonition",2014,"2014-03-01",NA,NA,NA,"67","premonition.ai","$5M","$2.7M","Miami, Florida","Private",NA,"Y",NA,NA,"RAVEL","Lex Machina","THOMSON REUTERS","Bloomberg","LexisNexis","S&P Capital IQ","Manzama","Mindcrest",NA,NA,NA
"ALT LEGAL","altlegal",2013,NA,NA,NA,NA,"5","altlegal.com","$40K",NA,"New York, New York","Private",NA,"Y",NA,NA,"IPfolio","Patrix Usa","Priori","IAG","TrademarkNow","CPA Global","Legal Hero","Axiom",NA,NA,"No detailed data"
"Manzama","manzama",2010,NA,NA,NA,NA,"107","manzama.com","$3.3M","$4M","Bend, Oregon","Private",NA,"Y",NA,NA,"THOMSON REUTERS","Lex Machina","Bloomberg","S&P Capital IQ","LexisNexis","McGRAW HILL FINANCIAL","PitchBook","DOW JONES",NA,NA,NA
"NIKKEI","nikkei",1876,NA,NA,NA,NA,"3,450","nikkei.com",NA,"$1.5B","Chiyoda-ku, Tokyo Prefecture","Private",NA,"Y",NA,NA,"UZABASE","Mainichi newspaper","McGRAW HILL FINANCIAL","The Asahi Shimbun","S&P Capital IQ","Akash Vadhu-var Suchak Kendra","Free","THOMSON REUTERS",NA,NA,NA
"EQUIFAX","equifax",1899,NA,NA,NA,NA,"10,300","equifax.com","$1M","$3.4B","Atlanta, Georgia","Public","1978-01-13","Y","NYSE","EFX","TransUnion","CoreLogic","Fitch Ratings","HMS","MOODY'S","CFPB","MORNINGSTAR","Datamyx",NA,NA,NA
"TLO","tlo",2009,NA,NA,NA,NA,"150","tlo.com",NA,"$15.7M","Boca Raton, Florida","Private",NA,"TransUnion, LLC",NA,NA,"Avox","DueDil","Fenergo","THOMSON REUTERS","Arity","LexisNexis","Dun & Bradstreet","Bloomberg",NA,NA,NA
"TransUnion","transunion",1968,NA,NA,NA,NA,"5,100","transunion.com","$1.4B","$2B","Chicago, Illinois","Public","2015-06-25","Goldman Sachs Group Inc.","NYSE","TRU","EQUIFAX","CoreLogic","HMS","Fitch Ratings","CFPB","Datamyx","Recondo","Trover Solutions",NA,NA,NA
"CoreLogic","corelogic",1991,NA,NA,NA,NA,"5,900","www.corelogic.com","$24.7M","$1.9B","Irvine, California","Public","2003-01-10","Cognizant Technology Solutions Corp.","NYSE","CLGX","TransUnion","EQUIFAX","Fitch Ratings","HMS","MOODY'S","MORNINGSTAR","CFPB","Datamyx",NA,NA,NA
"ISSUERDIRECT","issuer-direct",2006,NA,NA,NA,NA,"66","issuerdirect.com",NA,"$14.4M","Morrisville, North Carolina","Public","2008-03-10","Y","NYSEMKT","ISDR","R.R. Donnelley","Broadridge","Business Wire","Workiva","Quad Graphics","Ez-XBRL","Publishers Press","SS&C",NA,NA,NA
"MESSER FINANCIAL SOFTWARE","messer-financial-software",2013,NA,NA,NA,NA,"86","messerfs.com",NA,"$14M","Central, Other","Private",NA,"Y",NA,NA,"Broadridge","SS&C","SUNGARD","ISSUERDIRECT","Achim Gloger","Fidessa","R.R. Donnelley","SS&C ADVENT",NA,NA,NA
"Charles River","charles-river-development",1984,NA,NA,"2018-07-20","state-street-corporation","818","crd.com",NA,"$300M","Burlington, Massachusetts","Private",NA,"State Street Corp",NA,NA,"SS&C ADVENT","VANTAGE SOFTWARE","Addepar","INFORMATION MOSAIC","ClearServe","SimCorp","BlackRock","Confluence",NA,NA,NA
"Electra","electra-information-systems",1998,NA,NA,NA,NA,"94","electrainfo.com",NA,"$22.1M","New York, New York","Private",NA,"Y",NA,NA,"SS&C","ReconArt","SUNGARD","Pico Quantitative Trading","Broadridge","AutoRek","SS&C ADVENT","Indus Valley Partners",NA,NA,NA
"OTHERLEVELS","otherlevels",2010,NA,NA,NA,NA,"30","otherlevels.com","$2.43M","$3.4M","San Francisco, California","Public","2015-03-31","Y","Australian Securities Exchange","OLV","KISSmetrics","Infusionsoft","UserVoice","Act-On","Amplitude","Localytics","Mixpanel","Desk",NA,NA,NA
"VANTAGE SOFTWARE","vantage-software",1999,NA,NA,NA,NA,"20","vantage-software.com",NA,"$2.5M","Dedham, Massachusetts","Private",NA,"Y",NA,NA,"Addepar","ClearStructure","Multifonds","Black Mountain","SS&C ADVENT","Enfusion","SimCorp","Eze Software",NA,NA,NA
"OBJECTWAY","objectway",1990,NA,NA,NA,NA,"507","objectway.com","$11.6M","$62.2M","Milano, Lombardy","Private",NA,"Y",NA,NA,"TEMENOS","SS&C ADVENT","Avaloq","MISYS","Nucleus Software","Technisys","CALYPSO","Finantix",NA,NA,NA
"ClearServe","clearserve",2012,NA,NA,NA,NA,"28","www.clearserve.com","$3.3M","$3.9M","New York, New York","Private",NA,"Y",NA,NA,"SS&C ADVENT","Bloomberg","SUNGARD","THOMSON REUTERS","DOW JONES","PitchBook","MUREX","Broadridge",NA,NA,NA
"VICHARA TECHNOLOGIES","vichara-technologies",2001,NA,NA,NA,NA,"46","vichara.com",NA,"$20.4M","Ridgewood, New Jersey","Private",NA,"Y",NA,NA,"1010data","Formicary","SS&C ADVENT","Itiviti","GoodData","Actian","Alteryx","AllAnalytics",NA,NA,NA
"Indus Valley Partners","indus-valley-partners",2000,NA,NA,NA,NA,"93","ivp.in",NA,"$8.9M","New York, New York","Private",NA,"Y",NA,NA,"Goldman Sachs","BlackRock","Morgan Stanley","UBS","Citigroup","JPMorgan Chase","Credit Suisse","Deutsche Bank",NA,NA,NA
"INFORMATION MOSAIC","information-mosaic",1997,NA,NA,"2015-07-01","ihs-markit","250","www.informationmosaic.com","$27.9M","$25M","Dublin, County Dublin","Private",NA,"Markit Group Limited",NA,NA,"Charles River","Omgeo","ETG","SS&C ADVENT","SS&C","CommProve","SUNGARD","Broadridge",NA,NA,NA
"FundCount","fundcount",1999,NA,NA,NA,NA,"50","fundcount.com",NA,"$5M","Dedham, Massachusetts","Private",NA,"Y",NA,NA,"VANTAGE SOFTWARE","SS&C ADVENT","Multifonds","Addepar","ClearStructure","OBJECTWAY","Black Mountain","ClearServe",NA,NA,NA
"Ullink","ullink",2001,NA,NA,"2017-11-28","itiviti","547","ullink.com",NA,"$131M","Paris, Île-de-France","Private",NA,"Y",NA,NA,"Fidessa","TRADING TECHNOLOGIES","InSync Analytics","NEX Traiana","InfoReach","Cactus Wellhead","Fixnetix","Decimal Point Analytics",NA,NA,NA
"TRADING TECHNOLOGIES","trading-technologies",1994,"1994-05-16",NA,NA,NA,"499","tradingtechnologies.com",NA,"$100M","Chicago, Illinois","Private",NA,"Y",NA,NA,"Fidessa","Ullink","NEX Traiana","CameronTec","InfoReach","Horizon Software International","Jigsaw Trading","Datadog",NA,NA,NA
"NEX Traiana","traiana",2000,NA,NA,"2007-10-10","nex-group","99","www.traiana.com","$25M","$2.9M","London, England","Private",NA,"ICAP Management Services Limited",NA,NA,"TRADING TECHNOLOGIES","Ullink","Fidessa","Omgeo","SUNGARD","TriOptima","Cobalt","THOMSON REUTERS",NA,NA,NA
"InSync Analytics","insync-analytics",2005,"2005-01-01",NA,NA,NA,"350","insyncanalytics.com",NA,"$33.6M","New York, New York","Private",NA,"Y",NA,NA,"Ullink","Fidessa","TRADING TECHNOLOGIES","Dion","Decimal Point Analytics","Bloomberg","Cactus Wellhead","NEX Traiana",NA,NA,"No information on Crunchbase"
"InfoReach","inforeach",1995,NA,NA,NA,NA,"72","inforeachinc.com","$5.3M","$13.6M","Chicago, Illinois","Private",NA,"Y",NA,NA,"Fidessa","Portware","TRADING TECHNOLOGIES","FlexTrade Systems","Ullink","SUNGARD","TradingScreen","360T",NA,NA,NA
"Cactus Wellhead","cactus-wellhead-llc",2017,NA,NA,NA,NA,"20","cactuswellhead.com",NA,NA,"Houston,Texas","Private",NA,"Y","NYSE","WHD","PangTong Wellhead USA","Kingsa Industries","Downingwell","Arruth Associates","Houston TechSys","Richardrayhouston","nextmovebestmove","Frontiers Club",NA,NA,NA
"Fixnetix","fixnetix",2005,NA,NA,"2015-08-11","csc","125","fixnetix.com",NA,"$6.3M","London, England","Private",NA,"Computer Sciences Corp",NA,NA,"QuantHouse","Celoxica","ACTIV","Perseus","NovaSparks","Pluribus Networks","Interactive Data","Big Switch",NA,NA,NA
"Risk Focus","risk-focus",2004,NA,NA,NA,NA,"48","riskfocus.com","$500K","$7.5M","New York, New York","Private",NA,"Y",NA,NA,"MUREX","CALYPSO","MISYS","BELLIN","SUNGARD","Reval","Kyriba","SS&C ADVENT",NA,NA,NA
"ION","ion-group",1998,NA,NA,NA,NA,"3,170","iongroup.com",NA,"$25M","London, England","Private",NA,"Y",NA,NA,"MUREX","SS&C ADVENT","CALYPSO","Risk Focus","SUNGARD","MISYS","DerivativePATH","Numerix",NA,NA,NA
"DerivativePATH","derivative-path-inc",2013,"2013-05-13",NA,NA,NA,"10","derivativepath.com",NA,"$10M","Walnut Creek, California","Private",NA,"Y",NA,NA,"OpenLink","Chatham Financial","CALYPSO","B&F","MUREX","Eka","Allegro","SS&C ADVENT",NA,NA,NA
"TEMENOS","temenos",1993,NA,NA,NA,NA,"4,945","temenos.com",NA,"$740.1M","Chimie, Geneva","Public","2003-06-13","Y","SWX","TEMN","Nucleus Software","MISYS","Technisys","Cloud Lending Solutions","Jack Henry & Associates","Fiserv","FIS","CALYPSO",NA,NA,NA
"Avaloq","avaloq-2",1991,NA,NA,NA,NA,"2,000","avaloq.com","$361M","$520M","Zurich, Zurich","Private",NA,"Y",NA,NA,"MISYS","TEMENOS","CALYPSO","Nucleus Software","Technisys","MUREX","SS&C ADVENT","Cloud Lending Solutions",NA,NA,NA
"D+H","d-h",1875,NA,NA,"2017-06-14","finastra","5,500","dh.com",NA,"$1.7B","Toronto, Ontario","Public",NA,"Vista Equity Partners Management, LLC",NA,NA,"Fiserv","FIS","Jack Henry & Associates","Jack Henry Banking","Polaris Industries","Dovetail Software","Paymentus","Euronet",NA,NA,NA
"RM","rm-plc",1973,NA,NA,NA,NA,"1,787","rmplc.com",NA,"$238.7M","Abingdon, England","Public","1999-01-15","Y","LON","RM","CALYPSO","MISYS","TEMENOS","MUREX","Avaloq","Risk Focus","D+H","SS&C ADVENT",NA,NA,NA
"Eka","eka-software-solutions",2004,NA,NA,NA,NA,"315","ekaplus.com","$16M","$26.6M","Norwalk, Connecticut","Private",NA,"Y",NA,NA,"OpenLink","DataGenic","Movius","Greenstone","Allegro","GlobalView","ENERTIA SOFTWARE","CellTrust",NA,NA,NA
"Allegro","allegro-development-corporation",1984,NA,NA,"2008-02-01","north-bridge-venture-partners","390","allegrodev.com",NA,"$125M","Dallas, Texas","Private",NA,"Y",NA,NA,"OpenLink","Eka","DataGenic","ENERTIA SOFTWARE","GlobalView","Anvil Software","Movius","P2 Energy",NA,NA,NA
"DataGenic","datagenic",2002,NA,NA,"2017-10-04","drillinginfo","43","datagenicgroup.com",NA,"$15M","London, England","Private",NA,"Drilling Info Holdings, Inc.",NA,NA,"Eka","Allegro","Triple Point","OpenLink","Movius","Greenstone","ENERTIA SOFTWARE","GlobalView",NA,NA,NA
"ComplySci","compliance-science",2003,NA,NA,NA,NA,"123","complysci.com","$11.2M","$10M","New York, New York","Private",NA,"Y",NA,NA,"MetricStream","LogicGate","ProcessUnity","Behavox","Arbour Group","OpenLink","Lombard Risk","Riskdata",NA,NA,NA
"STAR COMPLIANCE","starcompliance",1999,NA,NA,NA,NA,"52","starcompliance.com",NA,"$17.5M","Rockville, Maryland","Private",NA,"Y",NA,NA,"ComplySci","Merlon","Numerix","MetricStream","MUREX","CALYPSO","Quantifi","IHS Markit",NA,NA,NA
"Movius","movius-interactive",1999,NA,NA,NA,NA,"155","moviuscorp.com","$54.8M","$15.7M","Johns Creek, Georgia","Private",NA,"Y",NA,NA,"CellTrust","StreamWIDE","Cellcrypt","Notify Technology","FonYou","Apriva","Nexmo","Zediva Mobile",NA,NA,NA
"ENERTIA SOFTWARE","enertia-software",1985,NA,NA,NA,NA,"110","enertia-software.com",NA,"$20M","Midland, Texas","Private",NA,"Y",NA,NA,"P2 Energy","Drillinginfo","Avatar Systems","Mi4","Pandell","LandPro","iLandMan","Stonebridge",NA,NA,NA
"GlobalView","marketview",1994,NA,NA,"2016-10-10","drillinginfo","134","marketview.com","$8M","$5M","Chicago, Illinois","Private",NA,"Drillinginfo, Inc.",NA,NA,"DataGenic","Eka","Risk Edge Solutions","OpenLink","Movius","Allegro","Triple Point","Greenstone",NA,NA,NA
"Bright House Networks","bright-house-networks",1981,NA,NA,"2015-03-31","charter-communications","5,673","brighthouse.com",NA,"$3.1B","East Syracuse, New York","Private",NA,"Spectrum",NA,NA,"DISH","DIRECTV","CABLEVISION","Suddenlink","Verizon","NETFLIX","AT&T","Time Warner Cable",NA,NA,NA
"Ibotta","ibotta",2011,NA,NA,NA,NA,"508","ibotta.com","$85M","$5.9M","Denver, Colorado","Private",NA,"Y",NA,NA,"SavingStar","Shopmium","Cellfire","Keepity","Couponcadet","FatWallet.com","RetailMeNot","Savings.com",NA,NA,NA
"RetailMeNot","whale-shark-media",2007,"2007-05-01",NA,"2017-04-10","harland-clarke-holdings","565","retailmenot.com","$484.5M","$250M","Austin, Texas","Private",NA,"Harland Clarke Holdings Corp.",NA,NA,"ShopAtHome","LivingSocial","Quotient","Travelzoo","Secret Escapes","Groupon","Voyage Prive","Mr. Rebates",NA,NA,NA
"Vestcom","vestcom-international-inc",1985,NA,NA,NA,NA,"59","vestcom.com",NA,"$5.5M","Little Rock, Arkansas","Private",NA,"Y",NA,NA,"Insignia","ITWAY","Avnet","Tech Data","Esprinet","NEWS AMERICA MARKETING","Valassis","SYNNEX",NA,NA,NA
"ITWAY","itway-s-p-a",1996,NA,NA,NA,NA,"200","itway.com",NA,"$120M","Ravenna, Italy","Private",NA,"Y",NA,NA,"Tech Data","Avnet","Esprinet","Arrow Electronics","Digi-Key","SYNNEX","Westcon","Mouser Electronics",NA,NA,NA
"DISH","dish-network",1980,NA,NA,NA,NA,"17,000","dish.com","$1B","$14.2B","Englewood, Colorado","Public","1995-06-30","Y","NASDAQ","DISH","Verizon","AT&T","Time Warner Cable","NETFLIX","Cox Communications","T-Mobile","COMCAST","Cricket",NA,NA,NA
"DIRECTV","directv",1990,NA,NA,"2015-07-24","at-t","32,150","directv.com",NA,"$33.1B","El Segundo, California","Private",NA,"AT&T Inc.",NA,NA,"NETFLIX","Verizon","Cricket","Cox Communications","T-Mobile","Hulu","HBO","YouTube",NA,NA,NA
"CABLEVISION","cablevision-systems",1973,NA,NA,"2015-09-16","altice","12,920","cablevision.com",NA,"$6.5B","Bethpage, New York","Public","1986-01-24","Altice SA",NA,NA,"CenturyLink","CABLE ONE","EarthLink","Spectrum","TDS Telecom","Zayo","Comcast Business","Cogent",NA,NA,NA
"Suddenlink","suddenlink-communications",2003,NA,NA,"2015-05-20","altice","5,040","suddenlink.com",NA,"$716.4M","Saint Louis, Missouri","Private",NA,"Altice SA",NA,NA,"Frontier Communications","DISH","Broadview Networks","Consolidated Communications","agileTel","Time Warner Cable","Verizon","MGW",NA,NA,NA
"Verizon","verizon",1983,"1983-10-07",NA,NA,NA,"155,400","verizon.com",NA,"$129.6B","Basking Ridge, New Jersey","Public","1983-12-02","Y","NYSE","VZ","AT&T","T-Mobile","Cox Communications","Cricket","RCN","Sprint","Spectrum","COMCAST",NA,NA,NA
"CATALINA","catalina-marketing",1983,"1983-01",NA,NA,NA,"5,000","catalina.com",NA,"$471.6M","Saint Petersburg, Florida","Private",NA,"Berkshire Partners LLC",NA,NA,"Synqera","IRi","S4M","Yummly","Quotient","NPD","Cashandrebates","Euromonitor",NA,NA,NA
"YOU Technology","you-technology",2008,"2008-04-01",NA,"2014-02-11","kroger","50","you.net",NA,"$20M","Brisbane, California","Private",NA,"The Kroger Company",NA,NA,"Invisipon","Valassis","CATALINA","NEWS AMERICA MARKETING","Cellfire","Ibotta","RetailMeNot","News Corp",NA,NA,NA
"Cellfire","cellfire",2005,NA,NA,"2014-09-05","catalina-marketing","50","cellfire.com","$26M","$3M","San Jose, California","Private",NA,"Catalina Marketing Corporation",NA,NA,"SavingStar","Shopmium","Ibotta","Cashandrebates","Commuterlotsavings","Apartmentlotsavings","Dealcurrentnetwork","Couponschest",NA,NA,NA
"Net-Rx","net-rx",NA,NA,NA,NA,NA,"65","net-rx.com",NA,"$10.2M","Vancouver, Washington","Private",NA,"Y",NA,NA,"Guardian Pharmacy","Itibo","Innospire Systems","iCMG","Omnicare","Etag Technologies","NOSTOPS COM","Etag Technologies",NA,NA,"No detailed data"
"HighJump","highjump-software",1983,NA,NA,"2017-08-30","korber-ag","941","highjump.com","$18.5M","$271.9M","Minneapolis, Minnesota","Private",NA,"Die Korber AG",NA,NA,"ASAP Systems","Logility","3PL Central","Kinaxis","ToolsGroup","TeleTracking","LLamasoft","Miradore",NA,NA,NA
"Novasyte","novasyte-llc",2008,NA,NA,NA,NA,"45","novasyte.com",NA,"$20.6M","Carlsbad, California","Private",NA,"Y",NA,NA,"Geneva Healthcare","inVentiv Health","Inmar","Magellan Health","ConsignMed","Justi Corp","Publicis Touchpoint Solutions","Modern Marketing Concepts",NA,NA,NA
"ANALYTIC PARTNERS","analytic-partners",2000,NA,NA,NA,NA,"150","analyticpartners.com",NA,"$10.3M","New York, New York","Private",NA,"Y",NA,NA,"MarketShare","Wakefield","Kantar TNS","Visual IQ","Marketing Evolution","ThinkVine","Beckon","Domo",NA,NA,NA
"IRi","iri",1979,NA,NA,"2018-07-25","partners-group","3,725","iriworldwide.com","$96M","$975M","Chicago, Illinois","Private",NA,"Y",NA,NA,"NPD","Mintel","Euromonitor","Kantar","ASIS Research Group","B2B International","GlobalData","J.D. Power",NA,NA,NA
"NPD","npd-group",1967,NA,NA,NA,NA,"1,447","npd.com",NA,"$106M","Port Washington, New York","Private",NA,"Y",NA,NA,"IRi","Kantar","Euromonitor","Mintel","ASIS Research Group","B2B International","GlobalData","J.D. Power",NA,NA,NA
"IWCO DIRECT","iwco-direct",1969,NA,NA,"2017-12-18","moduslink-global-solutions","2,610","iwco.com","$277.5M","$356M","Chanhassen, Minnesota","Private",NA,"Moduslink Global Solutions Inc",NA,NA,"IMAGITAS","Mspark","DMN3","MCT","MITTERA","Quad Graphics","MUDLICK MAIL","Creel Printing",NA,NA,NA
"MUDLICK MAIL","mudlick-mail",2008,NA,NA,"2018-02-14","clearview-capital-investments","35","mudlickmail.com",NA,"$42.6M","Acworth, Georgia","Private",NA,"Clearview Capital, LLC",NA,NA,"Finishing & Mailing Center","EDDM","IDRS","PostcardMania","Modern Postcard","Vistaprint","EDDM2Go","imageMEDIA",NA,NA,NA
"DMN3","dmn3",1992,NA,NA,NA,NA,"31","dmn3.com",NA,"$25M","Houston, Texas","Private",NA,"Y",NA,NA,"TopSpot","Forthea","MMI Agency","PebblePost","Ecreativeworks","Signet Interactive","ThomasNet","Pop Labs",NA,NA,NA
"MCT","mct",2012,"2012-06",NA,NA,NA,"78","mctechnology.com","$1.2M","$11.3M","Darien, Illinois","Private",NA,"Y",NA,NA,"IWCO DIRECT","MAR Graphics","Magnets 4 Media","IMAGITAS","Mspark","DMN3","MITTERA","Quad Graphics",NA,NA,"No information on Crunchbase"
"MITTERA","mittera-group",2009,NA,NA,NA,NA,"1,000","mittera.com",NA,"$200M","Des Moines, Iowa","Private",NA,"Y",NA,NA,"Quad Graphics","Creel Printing","IWCO DIRECT","Trend Offset Printing","R.R. Donnelley & Sons","Publishers Press","Cedar Graphics","Toppan",NA,NA,NA
"Kenscio","kenscio-digital-marketing-pvt-ltd",2009,NA,NA,NA,NA,"133","kenscio.com",NA,"$2M","Bangalore, Karnataka","Private",NA,"Y",NA,NA,"Octane","Netcore","AWeber","Betaout","MailChimp","VerticalResponse","ActiveCampaign","GetResponse",NA,NA,NA
"World Marketing","world-marketing",1992,"1992-06",NA,NA,NA,"175","worldmarkinc.com",NA,"$50M","Milwaukee, Wisconsin","Private",NA,"Y",NA,NA,"Silver Court","IMAGITAS","The Stanford Group","Ctl Global","TV","DDRTV","Dentino Marketing","Direct Hit Marketing",NA,NA,NA
"CodeBroker","codebroker",2007,NA,NA,NA,NA,"87","codebroker.com",NA,NA,"Belmont, Massachusetts","Private",NA,"Y",NA,NA,"Vibes Media","REVTRAX","Tatango","KOUPON MEDIA","Pikato","Armadealo","CLYP","Zinmobi",NA,NA,NA
"KOUPON MEDIA","koupon-media",2011,"2011-03-01",NA,NA,NA,"38","kouponmedia.com","$14.3M","$8.7M","Dallas, Texas","Private",NA,"Y",NA,NA,"Mobeam","TouchBistro","Tatango","REVTRAX","ScanLife","Revel Systems","Lavu","Zinmobi",NA,NA,NA
